Unidade Responsável;UASG;Id do item no PCA;Categoria do Item;Identificador da Futura Contratação;Nome da Futura Contratação;Catálogo Utilizado;Classificação do Catálogo;Código da Classificação Superior (Classe/Grupo);Nome da Classificação Superior (Classe/Grupo);Código do PDM do Item;Nome do PDM do Item;Código do Item;Descrição do Item;Unidade de Fornecimento;Quantidade Estimada;Valor Unitário Estimado (R$);Valor Total Estimado (R$);Valor orçamentário estimado para o exercício (R$);Data Desejada
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;404;Material;985529-240/2027;Aquisição de areia média, pedra brita, pó de pedra, pedra pedrisco, pedra rachão, pedra graduada e p;Catálogo do Compras.gov.br;Material;5610;MATERIAIS DE ORIGEM MINERAL PARA CONSTRUÇÃO, A GRANEL;10583;PEDRA DE DIMENSAO IRREGULAR;;;-;0,0000;0,0000;15000,0000;0,0000;30/04/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;403;Serviço;985529-246/2027;Locações de sonorização e iluminação para atender o rider técnico das atrações musicais;Catálogo do Compras.gov.br;Serviço;873;SERVIÇOS DE INSTALAÇÃO(À EXCEÇÃO DA CONSTRUÇÃO);;;13757;INSTALAÇÃO / MANUTENÇÃO / OPERAÇÃO / LOCAÇÃO  -  EQUIPAMENTODE LUZ / IMAGEM / SOM;-;1,0000;50000,0000;50000,0000;0,0000;01/11/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;405;Serviço;985529-247/2027;Contratação de músicos e regentes para o FESCORI;Catálogo do Compras.gov.br;Serviço;963;SERVIÇOS RELACIONADOS COM ATORES E OUTROS ARTISTAS;;;;;-;0,0000;0,0000;20000,0000;0,0000;05/10/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;406;Material;985529-243/2027;Aquisição de recargas de gás liquefeito de petróleo (GLP) P-13 e P-45;Catálogo do Compras.gov.br;Material;6830;GASES COMPRIMIDOS E LIQUEFEITOS;;;;;-;0,0000;0,0000;30000,0000;0,0000;27/10/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;407;Serviço;985529-248/2027;Serviços de profissional medico ginecologista para atender junto ao Centro Saúde Eugenio Schwanke;Catálogo do Compras.gov.br;Serviço;931;SERVIÇOS DE SAÚDE HUMANA;;;;;-;0,0000;0,0000;120000,0000;0,0000;06/04/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;408;Serviço;985529-249/2027;Apresentação Musical para compor a festividade da Abertura Natalina;Catálogo do Compras.gov.br;Serviço;962;SERVIÇOS DE PROMOÇÃO E APRESENTAÇÃO RELACIONADOS AS ARTES CÊNICAS E OUTROS ESPETÁCULOS AO VIVO;;;;;-;0,0000;0,0000;80000,0000;0,0000;01/11/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;409;Serviço;985529-251/2027;Prestação de serviços em medicina de baixa complexidade, incluindo estrutura hospitalar;Catálogo do Compras.gov.br;Serviço;931;SERVIÇOS DE SAÚDE HUMANA;;;;;-;0,0000;0,0000;2600000,0000;0,0000;31/03/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;410;Serviço;985529-253/2027;Confecção de materiais gráficos e de serigrafia;Catálogo do Compras.gov.br;Serviço;891;SERVIÇOS DE REPRODUÇÃO, PUBLICAÇÃO E IMPRESSÃO;;;;;-;0,0000;0,0000;30000,0000;0,0000;10/12/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;411;Serviço;985529-254/2027;Serviços de fisioterapia com com reabilitação motora e neurologica;Catálogo do Compras.gov.br;Serviço;931;SERVIÇOS DE SAÚDE HUMANA;;;;;-;0,0000;0,0000;250000,0000;0,0000;30/04/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;412;Material;985529-252/2027;Aquisição de troféus e medalhas a serem distribuídos como premiação para os campeonatos organizados;Catálogo do Compras.gov.br;Material;8455;DISTINTIVOS E INSÍGNIAS;;;;;-;0,0000;0,0000;15000,0000;0,0000;01/12/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;416;Serviço;985529-258/2027;Contratação com consorcio publico para atender necessidades Urgência/Emergência e remoção - Consamu;Catálogo do Compras.gov.br;Serviço;931;SERVIÇOS DE SAÚDE HUMANA;;;;;-;0,0000;0,0000;330000,0000;0,0000;30/12/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;413;Serviço;985529-250/2027;Aquisição de fogos de artificio, girandolas, tortas e serviço para a realização de show pirotécnico;Catálogo do Compras.gov.br;Material;1370;PIROTECNICOS;;;;;-;0,0000;0,0000;40000,0000;0,0000;02/11/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;414;Material;985529-255/2027;Aquisição de equipamentos e acessórios de informática;Catálogo do Compras.gov.br;Material;7010;COMPUTADORES;;;;;-;0,0000;0,0000;90000,0000;0,0000;17/12/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;415;Serviço;985529-257/2027;Aquisição de uniforme escolar para os alunos da Rede Municipal de Ensino Educação Infantil,;Catálogo do Compras.gov.br;Material;9999;ITENS DIVERSOS;;;;;-;0,0000;0,0000;600000,0000;0,0000;15/12/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;417;Serviço;985529-259/2027;Serviços de sessões de terapia aplicadas por profissional fisioterapeuta e cavalo (equoterapia);Catálogo do Compras.gov.br;Serviço;931;SERVIÇOS DE SAÚDE HUMANA;;;;;-;0,0000;0,0000;200000,0000;0,0000;30/04/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;418;Serviço;985529-256/2027;Contratação com consórcio publico para atender necessidades ambulatoriais (Ciscopar);Catálogo do Compras.gov.br;Serviço;931;SERVIÇOS DE SAÚDE HUMANA;;;;;-;0,0000;0,0000;3000000,0000;0,0000;30/12/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;421;Serviço;985529-263/2027;Prestação de serviços de manutenção, recarga de gás, instalação e desinstalação de aparelhos;Catálogo do Compras.gov.br;Serviço;871;SERVIÇOS DE MANUTENÇÃO E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;;;;;-;0,0000;0,0000;15000,0000;0,0000;30/06/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;419;Serviço;985529-262/2027;Prestação de serviços metalúrgicos, de soldas e tornearia;Catálogo do Compras.gov.br;Serviço;835;SERVIÇOS CIENTÍFICOS E OUTROS SERVIÇOS TÉCNICOS;;;;;-;0,0000;0,0000;45000,0000;0,0000;15/12/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;420;Serviço;985529-263/2027;Prestação de serviços de manutenção, recarga de gás, instalação e desinstalação de aparelhos;Catálogo do Compras.gov.br;Serviço;871;SERVIÇOS DE MANUTENÇÃO E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;;;;;-;0,0000;0,0000;35000,0000;0,0000;30/06/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;423;Serviço;985529-263/2027;Prestação de serviços de manutenção, recarga de gás, instalação e desinstalação de aparelhos;Catálogo do Compras.gov.br;Serviço;871;SERVIÇOS DE MANUTENÇÃO E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;;;;;-;0,0000;0,0000;25000,0000;0,0000;30/06/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;422;Serviço;985529-263/2027;Prestação de serviços de manutenção, recarga de gás, instalação e desinstalação de aparelhos;Catálogo do Compras.gov.br;Serviço;871;SERVIÇOS DE MANUTENÇÃO E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;;;;;-;0,0000;0,0000;10000,0000;0,0000;30/06/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;424;Serviço;985529-263/2027;Prestação de serviços de manutenção, recarga de gás, instalação e desinstalação de aparelhos;Catálogo do Compras.gov.br;Serviço;871;SERVIÇOS DE MANUTENÇÃO E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;;;;;-;0,0000;0,0000;4000,0000;0,0000;30/06/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;425;Serviço;985529-263/2027;Prestação de serviços de manutenção, recarga de gás, instalação e desinstalação de aparelhos;Catálogo do Compras.gov.br;Serviço;871;SERVIÇOS DE MANUTENÇÃO E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;;;3492;AR CONDICIONADO - MANUTENÇÃO DE APARELHOS DE PAREDE;-;25,0000;80,0000;2000,0000;0,0000;30/06/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;426;Serviço;985529-265/2027;Prestação de serviços metalúrgicos, de soldas e tornearia;Catálogo do Compras.gov.br;Serviço;871;SERVIÇOS DE MANUTENÇÃO E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;;;;;-;0,0000;0,0000;15000,0000;0,0000;15/12/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;429;Serviço;985529-264/2027;Prestação de serviços de gerenciamento da manutenção preventiva e corretiva da frota de veículos;Catálogo do Compras.gov.br;Serviço;831;SERVIÇOS DE CONSULTORIA E DE GERÊNCIA/GESTÃO;;;;;-;0,0000;0,0000;5000,0000;0,0000;30/06/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;427;Serviço;985529-264/2027;Prestação de serviços de gerenciamento da manutenção preventiva e corretiva da frota de veículos;Catálogo do Compras.gov.br;Serviço;831;SERVIÇOS DE CONSULTORIA E DE GERÊNCIA/GESTÃO;;;;;-;0,0000;0,0000;5000,0000;0,0000;30/06/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;428;Serviço;985529-264/2027;Prestação de serviços de gerenciamento da manutenção preventiva e corretiva da frota de veículos;Catálogo do Compras.gov.br;Serviço;831;SERVIÇOS DE CONSULTORIA E DE GERÊNCIA/GESTÃO;;;;;-;0,0000;0,0000;100000,0000;0,0000;30/06/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;430;Serviço;985529-267/2027;Contratação dos serviços de monitoramento, rastreamento e telemetria de veículos automotores;Catálogo do Compras.gov.br;Serviço;871;SERVIÇOS DE MANUTENÇÃO E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;;;;;-;0,0000;0,0000;1000,0000;0,0000;31/03/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;431;Serviço;985529-268/2027;Prestação de serviços visando a manutenção elétrica e hidráulica das instalações públicas;Catálogo do Compras.gov.br;Serviço;871;SERVIÇOS DE MANUTENÇÃO E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;;;;;-;0,0000;0,0000;5000,0000;0,0000;05/07/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;432;Serviço;985529-269/2027;Contratação dos serviços de monitoramento, rastreamento e telemetria de veículos automotores;Catálogo do Compras.gov.br;Serviço;871;SERVIÇOS DE MANUTENÇÃO E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;;;;;-;0,0000;0,0000;1000,0000;0,0000;31/03/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;433;Serviço;985529-261/2027;Locação de imóvel na cidade de Entre Rios do Oeste,;Catálogo do Compras.gov.br;Serviço;831;SERVIÇOS DE CONSULTORIA E DE GERÊNCIA/GESTÃO;;;;;-;0,0000;0,0000;70000,0000;0,0000;17/12/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;434;Serviço;985529-261/2027;Locação de imóvel na cidade de Entre Rios do Oeste,;Catálogo do Compras.gov.br;Serviço;831;SERVIÇOS DE CONSULTORIA E DE GERÊNCIA/GESTÃO;;;;;-;0,0000;0,0000;20000,0000;0,0000;17/12/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;436;Serviço;985529-270/2027;Prestação de serviços de socorrista, brigadista, guarda vidas, vigilância e segurança desarmada;Catálogo do Compras.gov.br;Serviço;839;OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS;;;;;-;0,0000;0,0000;5000,0000;0,0000;30/09/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;435;Serviço;985529-270/2027;Prestação de serviços de socorrista, brigadista, guarda vidas, vigilância e segurança desarmada;Catálogo do Compras.gov.br;Serviço;839;OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS;;;;;-;0,0000;0,0000;300000,0000;0,0000;30/09/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;437;Serviço;985529-272/2027;Prestação de serviços visando a realização de seguro de bens imóveis e prédios públicos;Catálogo do Compras.gov.br;Serviço;839;OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS;;;;;-;0,0000;0,0000;20000,0000;0,0000;30/12/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;438;Serviço;985529-272/2027;Prestação de serviços visando a realização de seguro de bens imóveis e prédios públicos;Catálogo do Compras.gov.br;Serviço;839;OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS;;;;;-;0,0000;0,0000;1000,0000;0,0000;30/12/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;439;Serviço;985529-274/2027;Locação de materiais e insumos, montagem e desmontagem (decoração de Páscoa);Catálogo do Compras.gov.br;Serviço;839;OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS;;;17485;DECORAÇÃO - AMBIENTE;-;1,0000;50000,0000;50000,0000;0,0000;15/03/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;440;Serviço;985529-260/2027;Aquisição de lanches prontos e salgados para atender as demandas da secretaria.;Catálogo do Compras.gov.br;Serviço;632;SERVIÇOS DE FORNECIMENTO DE COMIDA;;;;;-;0,0000;0,0000;200000,0000;0,0000;22/11/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;441;Serviço;985529-275/2027;Gerenciamento das inscrições e coordenação de campeonatos das equipes esportivas;Catálogo do Compras.gov.br;Serviço;839;OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS;;;;;-;0,0000;0,0000;75000,0000;0,0000;31/05/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;442;Material;985529-271/2027;Aquisição de bens e/ou serviços através da modalidade Carona da Ata de Registro de Preços, oriunda d;Catálogo do Compras.gov.br;Serviço;831;SERVIÇOS DE CONSULTORIA E DE GERÊNCIA/GESTÃO;;;;;-;0,0000;0,0000;500000,0000;0,0000;19/02/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;447;Serviço;985529-281/2027;Realização do processo de escolha de Conselheiros Tutelares;Catálogo do Compras.gov.br;Serviço;839;OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS;;;;;-;0,0000;0,0000;15000,0000;0,0000;05/04/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;446;Serviço;985529-280/2027;Prestação de serviços com autenticação de documentos em cartórios e registro de imóveis;Catálogo do Compras.gov.br;Serviço;839;OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS;;;;;-;0,0000;0,0000;10000,0000;0,0000;31/12/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;443;Serviço;985529-277/2027;Execução de decoração natalina, que serão utilizados para decorar os espaços públicos;Catálogo do Compras.gov.br;Serviço;839;OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS;;;;;-;0,0000;0,0000;20000,0000;0,0000;05/11/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;445;Serviço;985529-280/2027;Prestação de serviços com autenticação de documentos em cartórios e registro de imóveis;Catálogo do Compras.gov.br;Serviço;839;OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS;;;;;-;0,0000;0,0000;10000,0000;0,0000;31/12/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;444;Serviço;985529-277/2027;Execução de decoração natalina, que serão utilizados para decorar os espaços públicos;Catálogo do Compras.gov.br;Serviço;839;OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS;;;17485;DECORAÇÃO - AMBIENTE;-;2,0000;2000,0000;4000,0000;0,0000;05/11/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;448;Serviço;985529-276/2027;Prestação de serviços visando a realização de cursos de aperfeiçoamento, capacitação e treinamento;Catálogo do Compras.gov.br;Serviço;831;SERVIÇOS DE CONSULTORIA E DE GERÊNCIA/GESTÃO;;;;;-;0,0000;0,0000;15000,0000;0,0000;31/12/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;449;Serviço;985529-276/2027;Prestação de serviços visando a realização de cursos de aperfeiçoamento, capacitação e treinamento;Catálogo do Compras.gov.br;Serviço;831;SERVIÇOS DE CONSULTORIA E DE GERÊNCIA/GESTÃO;;;;;-;0,0000;0,0000;20000,0000;0,0000;31/12/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;450;Serviço;985529-276/2027;Prestação de serviços visando a realização de cursos de aperfeiçoamento, capacitação e treinamento;Catálogo do Compras.gov.br;Serviço;831;SERVIÇOS DE CONSULTORIA E DE GERÊNCIA/GESTÃO;;;;;-;0,0000;0,0000;5000,0000;0,0000;31/12/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;451;Serviço;985529-278/2027;Realização de eventos para a campanha de conscientização e combate a violência contra a pessoa idosa;Catálogo do Compras.gov.br;Serviço;839;OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS;;;;;-;0,0000;0,0000;10000,0000;0,0000;07/05/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;462;Serviço;985529-289/2027;Limpeza de fossas;Catálogo do Compras.gov.br;Serviço;853;SERVIÇOS DE LIMPEZA;;;;;-;0,0000;0,0000;600000,0000;0,0000;30/07/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;459;Serviço;985529-289/2027;Limpeza de fossas;Catálogo do Compras.gov.br;Serviço;853;SERVIÇOS DE LIMPEZA;;;;;-;0,0000;0,0000;5000,0000;0,0000;30/07/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;457;Serviço;985529-286/2027;Contratação de agente de integração para programa de concessão de vagas de estágio não-obrigatório;Catálogo do Compras.gov.br;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;;;;;-;0,0000;0,0000;356000,0000;0,0000;30/03/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;463;Serviço;985529-285/2027;Prestação de serviços visando a realização de cursos de aperfeiçoamento, capacitação e treinamento;Catálogo do Compras.gov.br;Serviço;839;OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS;;;24503;ASSESSORIA;-;50,0000;100,0000;5000,0000;0,0000;01/02/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;452;Serviço;985529-286/2027;Contratação de agente de integração para programa de concessão de vagas de estágio não-obrigatório;Catálogo do Compras.gov.br;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;;;;;-;0,0000;0,0000;20000,0000;0,0000;30/03/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;453;Serviço;985529-286/2027;Contratação de agente de integração para programa de concessão de vagas de estágio não-obrigatório;Catálogo do Compras.gov.br;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;;;;;-;0,0000;0,0000;20000,0000;0,0000;30/03/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;454;Serviço;985529-286/2027;Contratação de agente de integração para programa de concessão de vagas de estágio não-obrigatório;Catálogo do Compras.gov.br;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;;;;;-;0,0000;0,0000;54000,0000;0,0000;30/03/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;455;Serviço;985529-286/2027;Contratação de agente de integração para programa de concessão de vagas de estágio não-obrigatório;Catálogo do Compras.gov.br;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;;;;;-;0,0000;0,0000;20000,0000;0,0000;30/03/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;456;Serviço;985529-286/2027;Contratação de agente de integração para programa de concessão de vagas de estágio não-obrigatório;Catálogo do Compras.gov.br;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;;;;;-;0,0000;0,0000;15000,0000;0,0000;30/03/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;458;Serviço;985529-286/2027;Contratação de agente de integração para programa de concessão de vagas de estágio não-obrigatório;Catálogo do Compras.gov.br;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;;;;;-;0,0000;0,0000;18000,0000;0,0000;30/03/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;473;Serviço;985529-291/2027;Lavagem de veículos e máquinas da frota municipal;Catálogo do Compras.gov.br;Serviço;853;SERVIÇOS DE LIMPEZA;;;;;-;0,0000;0,0000;80000,0000;0,0000;13/05/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;460;Serviço;985529-289/2027;Limpeza de fossas;Catálogo do Compras.gov.br;Serviço;853;SERVIÇOS DE LIMPEZA;;;;;-;0,0000;0,0000;4000,0000;0,0000;30/07/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;461;Serviço;985529-289/2027;Limpeza de fossas;Catálogo do Compras.gov.br;Serviço;853;SERVIÇOS DE LIMPEZA;;;;;-;0,0000;0,0000;25000,0000;0,0000;30/07/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;464;Serviço;985529-284/2027;Realização da campanha de Prevenção ao Abuso e Exploração Sexual Contra Crianças e Adolescentes;Catálogo do Compras.gov.br;Serviço;839;OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS;;;;;-;0,0000;0,0000;50000,0000;0,0000;31/03/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;465;Serviço;985529-291/2027;Lavagem de veículos e máquinas da frota municipal;Catálogo do Compras.gov.br;Serviço;853;SERVIÇOS DE LIMPEZA;;;;;-;0,0000;0,0000;2000,0000;0,0000;13/05/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;466;Serviço;985529-291/2027;Lavagem de veículos e máquinas da frota municipal;Catálogo do Compras.gov.br;Serviço;853;SERVIÇOS DE LIMPEZA;;;;;-;0,0000;0,0000;45000,0000;0,0000;13/05/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;467;Serviço;985529-291/2027;Lavagem de veículos e máquinas da frota municipal;Catálogo do Compras.gov.br;Serviço;853;SERVIÇOS DE LIMPEZA;;;;;-;0,0000;0,0000;1000,0000;0,0000;13/05/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;468;Serviço;985529-288/2027;Empresa com prestação de serviços como organização e realização de conferencias com profissional pal;Catálogo do Compras.gov.br;Serviço;851;SERVIÇOS DE AGÊNCIAS DE EMPREGOS E FORNECIMENTO DE PESSOAL;;;;;-;0,0000;0,0000;20000,0000;0,0000;30/04/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;476;Serviço;985529-291/2027;Lavagem de veículos e máquinas da frota municipal;Catálogo do Compras.gov.br;Serviço;853;SERVIÇOS DE LIMPEZA;;;;;-;0,0000;0,0000;2000,0000;0,0000;13/05/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;477;Serviço;985529-291/2027;Lavagem de veículos e máquinas da frota municipal;Catálogo do Compras.gov.br;Serviço;853;SERVIÇOS DE LIMPEZA;;;;;-;0,0000;0,0000;60000,0000;0,0000;13/05/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;469;Serviço;985529-291/2027;Lavagem de veículos e máquinas da frota municipal;Catálogo do Compras.gov.br;Serviço;853;SERVIÇOS DE LIMPEZA;;;;;-;0,0000;0,0000;2000,0000;0,0000;13/05/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;470;Serviço;985529-291/2027;Lavagem de veículos e máquinas da frota municipal;Catálogo do Compras.gov.br;Serviço;853;SERVIÇOS DE LIMPEZA;;;;;-;0,0000;0,0000;45000,0000;0,0000;13/05/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;471;Serviço;985529-291/2027;Lavagem de veículos e máquinas da frota municipal;Catálogo do Compras.gov.br;Serviço;853;SERVIÇOS DE LIMPEZA;;;;;-;0,0000;0,0000;1000,0000;0,0000;13/05/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;472;Serviço;985529-291/2027;Lavagem de veículos e máquinas da frota municipal;Catálogo do Compras.gov.br;Serviço;853;SERVIÇOS DE LIMPEZA;;;;;-;0,0000;0,0000;6000,0000;0,0000;13/05/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;474;Serviço;985529-291/2027;Lavagem de veículos e máquinas da frota municipal;Catálogo do Compras.gov.br;Serviço;853;SERVIÇOS DE LIMPEZA;;;;;-;0,0000;0,0000;3000,0000;0,0000;13/05/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;475;Serviço;985529-291/2027;Lavagem de veículos e máquinas da frota municipal;Catálogo do Compras.gov.br;Serviço;853;SERVIÇOS DE LIMPEZA;;;;;-;0,0000;0,0000;50000,0000;0,0000;13/05/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;478;Material;985529-283/2027;Aquisição de equipamentos de sinalização de emergência, sistemas de iluminação, equipamentos e siste;Catálogo do Compras.gov.br;Serviço;831;SERVIÇOS DE CONSULTORIA E DE GERÊNCIA/GESTÃO;;;;;-;0,0000;0,0000;100000,0000;0,0000;30/06/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;479;Serviço;985529-282/2027;Contratação de agente de integração especializada em administrar e operacionalizar o programa;Catálogo do Compras.gov.br;Serviço;831;SERVIÇOS DE CONSULTORIA E DE GERÊNCIA/GESTÃO;;;;;-;0,0000;0,0000;20000,0000;0,0000;31/03/2027
