Unidade Responsável;UASG;Id do item no PCA;Categoria do Item;Identificador da Futura Contratação;Nome da Futura Contratação;Catálogo Utilizado;Classificação do Catálogo;Código da Classificação Superior (Classe/Grupo);Nome da Classificação Superior (Classe/Grupo);Código do PDM do Item;Nome do PDM do Item;Código do Item;Descrição do Item;Unidade de Fornecimento;Quantidade Estimada;Valor Unitário Estimado (R$);Valor Total Estimado (R$);Valor orçamentário estimado para o exercício (R$);Data Desejada
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;80;Material;985529-50/2027;Aquisição de materiais de expediente e papelaria;Catálogo do Compras.gov.br;Material;7520;ACESSÓRIOS E DISPOSITIVOS PARA ESCRITÓRIO;;;;;-;0,0000;0,0000;20000,0000;0,0000;15/04/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;81;Material;985529-50/2027;Aquisição de materiais de expediente e papelaria;Catálogo do Compras.gov.br;Material;7520;ACESSÓRIOS E DISPOSITIVOS PARA ESCRITÓRIO;;;;;-;0,0000;0,0000;2000,0000;0,0000;15/04/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;83;Serviço;985529-52/2027;Aquisição de serviços de telemedicina cardiológica visando a recepção de exames;Catálogo do Compras.gov.br;Material;7540;FORMULÁRIOS PADRONIZADOS;;;;;-;0,0000;0,0000;5000,0000;0,0000;30/08/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;84;Material;985529-53/2027;Aquisição de tintas e materiais para pintura;Catálogo do Compras.gov.br;Material;8010;TINTAS, VERNIZES E PRODUTOS CORRELATOS;;;;;-;0,0000;0,0000;65000,0000;0,0000;15/04/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;85;Material;985529-53/2027;Aquisição de tintas e materiais para pintura;Catálogo do Compras.gov.br;Material;8010;TINTAS, VERNIZES E PRODUTOS CORRELATOS;;;;;-;0,0000;0,0000;15000,0000;0,0000;15/04/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;86;Material;985529-53/2027;Aquisição de tintas e materiais para pintura;Catálogo do Compras.gov.br;Material;8010;TINTAS, VERNIZES E PRODUTOS CORRELATOS;;;;;-;0,0000;0,0000;25000,0000;0,0000;15/04/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;87;Material;985529-53/2027;Aquisição de tintas e materiais para pintura;Catálogo do Compras.gov.br;Material;8010;TINTAS, VERNIZES E PRODUTOS CORRELATOS;;;;;-;0,0000;0,0000;80000,0000;0,0000;15/04/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;89;Material;985529-51/2027;Aquisição de equipamentos e acessórios;Catálogo do Compras.gov.br;Material;7490;MÁQUINAS DIVERSAS PARA ESCRITÓRIO;;;;;-;0,0000;0,0000;170000,0000;0,0000;21/05/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;88;Material;985529-51/2027;Aquisição de equipamentos e acessórios;Catálogo do Compras.gov.br;Material;8010;TINTAS, VERNIZES E PRODUTOS CORRELATOS;;;;;-;0,0000;0,0000;5000,0000;0,0000;21/05/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;90;Material;985529-55/2027;Aquisição de concreto betuminoso usinado a quente – CBUQ e concreto usinado FCK;Catálogo do Compras.gov.br;Material;8030;COMPOSTOS PRESERVATIVOS E VEDANTES;5529;CONCRETO USINADO;;;-;0,0000;0,0000;100000,0000;0,0000;15/03/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;91;Material;985529-56/2027;Aquisição de materiais e utensílios para copa e cozinha, higiene, limpeza e descartável;Catálogo do Compras.gov.br;Material;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;;;;;-;0,0000;0,0000;30000,0000;0,0000;30/08/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;92;Material;985529-56/2027;Aquisição de materiais e utensílios para copa e cozinha, higiene, limpeza e descartável;Catálogo do Compras.gov.br;Material;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;;;;;-;0,0000;0,0000;35000,0000;0,0000;30/08/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;93;Material;985529-56/2027;Aquisição de materiais e utensílios para copa e cozinha, higiene, limpeza e descartável;Catálogo do Compras.gov.br;Material;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;;;;;-;0,0000;0,0000;20000,0000;0,0000;30/08/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;94;Material;985529-56/2027;Aquisição de materiais e utensílios para copa e cozinha, higiene, limpeza e descartável;Catálogo do Compras.gov.br;Material;7920;VASSOURAS, ESCOVAS, RODOS, ESPONJAS E ESFREGÕES;;;;;-;0,0000;0,0000;25000,0000;0,0000;30/08/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;95;Material;985529-35/2027;Aquisição de equipamentos odontológicos e hospitalares;Catálogo do Compras.gov.br;Material;6520;INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS DENTÁRIOS;;;;;-;0,0000;0,0000;80000,0000;0,0000;30/11/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;96;Serviço;985529-59/2027;Prestação de serviços visando a confecção de uniformes sob medida para os servidores públicos;Catálogo do Compras.gov.br;Material;8415;VESTUÁRIO PARA FINS ESPECIAIS;;;;;-;0,0000;0,0000;5000,0000;0,0000;15/04/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;99;Material;985529-63/2027;Aquisição de kit lanche para distribuição gratuita aos usuários do SUS, de quando em transito por m;Catálogo do Compras.gov.br;Material;8135;MATERIAIS A GRANEL PARA ACONDICIONAMENTO E EMBALAGEM;;;;;-;0,0000;0,0000;130000,0000;0,0000;15/03/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;97;Material;985529-57/2027;Aquisição de materiais e utensilio para copa e cozinha, higiene, limpeza e descartável;Catálogo do Compras.gov.br;Material;7920;VASSOURAS, ESCOVAS, RODOS, ESPONJAS E ESFREGÕES;;;;;-;0,0000;0,0000;20000,0000;0,0000;30/07/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;98;Material;985529-61/2027;Aquisição de troféus e medalhas a serem distribuídos como premiação para os campeonatos;Catálogo do Compras.gov.br;Material;8455;DISTINTIVOS E INSÍGNIAS;;;;;-;0,0000;0,0000;60000,0000;0,0000;31/08/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;100;Material;985529-62/2027;Aquisição de materiais de expediente e papelaria;Catálogo do Compras.gov.br;Material;9310;PAPÉIS E PAPELÕES;;;;;-;0,0000;0,0000;10000,0000;0,0000;15/04/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;101;Material;985529-64/2027;Aquisição de EPI´s (Equipamentos de Proteção Individual), uniforme (têxtil) e equipamentos;Catálogo do Compras.gov.br;Material;8465;EQUIPAMENTOS INDIVIDUAIS;;;;;-;0,0000;0,0000;2000,0000;0,0000;15/11/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;102;Material;985529-64/2027;Aquisição de EPI´s (Equipamentos de Proteção Individual), uniforme (têxtil) e equipamentos;Catálogo do Compras.gov.br;Material;8465;EQUIPAMENTOS INDIVIDUAIS;;;;;-;0,0000;0,0000;800,0000;0,0000;15/11/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;103;Material;985529-64/2027;Aquisição de EPI´s (Equipamentos de Proteção Individual), uniforme (têxtil) e equipamentos;Catálogo do Compras.gov.br;Material;8465;EQUIPAMENTOS INDIVIDUAIS;;;;;-;0,0000;0,0000;127000,0000;0,0000;15/11/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;104;Material;985529-65/2027;Aquisição de grama em leiva para plantio em espaços públicos, praças e jardins;Catálogo do Compras.gov.br;Material;8710;FORRAGENS E ALIMENTOS;1011;GRAMA;;;-;0,0000;0,0000;150000,0000;0,0000;15/04/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;105;Material;985529-60/2027;Aquisição de lixeiras, contêineres e contentores de lixo destinados à coleta e acondicionamento de r;Catálogo do Compras.gov.br;Material;8145;RECIPIENTES ESPECIALIZADOS PARA TRANSPORTE E ARMAZENAGEM;;;;;-;0,0000;0,0000;500000,0000;0,0000;19/02/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;106;Serviço;985529-66/2027;Aquisição de refeições do tipo café da manhã e almoço nas cidades de Toledo e Cascavel;Catálogo do Compras.gov.br;Material;8920;PRODUTOS DE PANIFICAÇÃO E CEREAIS;;;;;-;0,0000;0,0000;120000,0000;0,0000;30/04/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;107;Material;985529-68/2027;Aquisição de gêneros alimentícios;Catálogo do Compras.gov.br;Material;8940;ALIMENTOS ESPECIAIS DIETÉTICOS E PREPARADOS ALIMENTÍCIOS;;;;;-;0,0000;0,0000;10000,0000;0,0000;28/05/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;108;Material;985529-68/2027;Aquisição de gêneros alimentícios;Catálogo do Compras.gov.br;Material;8940;ALIMENTOS ESPECIAIS DIETÉTICOS E PREPARADOS ALIMENTÍCIOS;;;;;-;0,0000;0,0000;10000,0000;0,0000;28/05/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;109;Material;985529-58/2027;Aquisição de materiais e utensílios para copa e cozinha, higiene, limpeza e descartável;Catálogo do Compras.gov.br;Material;7920;VASSOURAS, ESCOVAS, RODOS, ESPONJAS E ESFREGÕES;;;;;-;0,0000;0,0000;50000,0000;0,0000;03/06/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;111;Material;985529-70/2027;Aquisição de gêneros alimentícios;Catálogo do Compras.gov.br;Material;8955;CAFÉ, CHÁ E CHOCOLATE;;;;;-;0,0000;0,0000;2000,0000;0,0000;28/05/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;112;Material;985529-67/2027;Aquisição de bandeiras nacional do Brasil, do estado do Paraná e do município de Entre Rios do Oeste;Catálogo do Compras.gov.br;Material;8345;BANDEIRAS, FLAMULAS E PAVILHOES;;;;;-;0,0000;0,0000;20000,0000;0,0000;18/08/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;113;Serviço;985529-72/2027;Aquisição de ração para peixes e aeradores para manutenção do lago municipal;Catálogo do Compras.gov.br;Material;8710;FORRAGENS E ALIMENTOS;14412;RAÇÃO PEIXE;;;-;0,0000;0,0000;15000,0000;0,0000;05/03/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;122;Serviço;985529-69/2027;Confecção e aquisição de camisetas a fim de atender as demandas das secretarias;Catálogo do Compras.gov.br;Material;8415;VESTUÁRIO PARA FINS ESPECIAIS;;;;;-;0,0000;0,0000;20000,0000;0,0000;30/06/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;114;Material;985529-71/2027;Aquisição de materiais e utensilio para copa e cozinha, higiene, limpeza e descartável;Catálogo do Compras.gov.br;Material;8540;ARTIGOS DE PAPEL PARA HIGIENE;;;;;-;0,0000;0,0000;30000,0000;0,0000;30/04/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;115;Material;985529-73/2027;Aquisição de combustível para abastecimento da frota municipal;Catálogo do Compras.gov.br;Material;9130;COMBUSTÍVEIS E PROPELENTES LÍQUIDOS À BASE DE PETRÓLEO;;;;;-;0,0000;0,0000;120000,0000;0,0000;26/02/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;116;Material;985529-73/2027;Aquisição de combustível para abastecimento da frota municipal;Catálogo do Compras.gov.br;Material;9130;COMBUSTÍVEIS E PROPELENTES LÍQUIDOS À BASE DE PETRÓLEO;;;;;-;0,0000;0,0000;45000,0000;0,0000;26/02/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;117;Material;985529-73/2027;Aquisição de combustível para abastecimento da frota municipal;Catálogo do Compras.gov.br;Material;9130;COMBUSTÍVEIS E PROPELENTES LÍQUIDOS À BASE DE PETRÓLEO;19737;GASOLINA;;;-;0,0000;0,0000;7000,0000;0,0000;26/02/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;118;Material;985529-73/2027;Aquisição de combustível para abastecimento da frota municipal;Catálogo do Compras.gov.br;Material;9130;COMBUSTÍVEIS E PROPELENTES LÍQUIDOS À BASE DE PETRÓLEO;;;;;-;0,0000;0,0000;45000,0000;0,0000;26/02/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;120;Material;985529-73/2027;Aquisição de combustível para abastecimento da frota municipal;Catálogo do Compras.gov.br;Material;9130;COMBUSTÍVEIS E PROPELENTES LÍQUIDOS À BASE DE PETRÓLEO;;;;;-;0,0000;0,0000;10000,0000;0,0000;26/02/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;119;Material;985529-73/2027;Aquisição de combustível para abastecimento da frota municipal;Catálogo do Compras.gov.br;Material;9130;COMBUSTÍVEIS E PROPELENTES LÍQUIDOS À BASE DE PETRÓLEO;;;;;-;0,0000;0,0000;500000,0000;0,0000;26/02/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;121;Material;985529-73/2027;Aquisição de combustível para abastecimento da frota municipal;Catálogo do Compras.gov.br;Material;9130;COMBUSTÍVEIS E PROPELENTES LÍQUIDOS À BASE DE PETRÓLEO;;;;;-;0,0000;0,0000;10000,0000;0,0000;26/02/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;124;Material;985529-74/2027;Aquisição de combustível para abastecimento da frota municipal de veículos;Catálogo do Compras.gov.br;Material;9140;ÓLEOS COMBUSTÍVEIS;;;;;-;0,0000;0,0000;12000,0000;0,0000;26/02/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;123;Material;985529-74/2027;Aquisição de combustível para abastecimento da frota municipal de veículos;Catálogo do Compras.gov.br;Material;9140;ÓLEOS COMBUSTÍVEIS;;;;;-;0,0000;0,0000;180000,0000;0,0000;26/02/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;125;Material;985529-74/2027;Aquisição de combustível para abastecimento da frota municipal de veículos;Catálogo do Compras.gov.br;Material;9140;ÓLEOS COMBUSTÍVEIS;;;;;-;0,0000;0,0000;28000,0000;0,0000;26/02/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;126;Soluções de TIC;985529-76/2027;Consolidação, Compilação, Versionamento e Gerenciamento dos Atos Oficiais do Município;Catálogo do Compras.gov.br;Serviço;131;SERVIÇOS DE COMPUTAÇÃO EM NUVEM;;;;;-;0,0000;0,0000;25000,0000;0,0000;01/04/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;127;Serviço;985529-78/2027;Prestação de serviços de telefonia;Catálogo do Compras.gov.br;Serviço;141;SERVIÇOS DE TELEFONIA  FIXA COMUTADA  (STFC),  TELECOMUNICA-ÇÕES MÓVEIS (SMP) E TELECOMUNICAÇÕES SATELITAIS;;;26280;CHAMADAS  LOCAIS MÓVEL-MÓVEL  EXTRAOPERADORA SMP-LOCAL-MM-EO(VC1);-;2000,0000;1,0000;2000,0000;0,0000;26/02/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;128;Serviço;985529-78/2027;Prestação de serviços de telefonia;Catálogo do Compras.gov.br;Serviço;141;SERVIÇOS DE TELEFONIA  FIXA COMUTADA  (STFC),  TELECOMUNICA-ÇÕES MÓVEIS (SMP) E TELECOMUNICAÇÕES SATELITAIS;;;;;-;0,0000;0,0000;2000,0000;0,0000;26/02/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;129;Serviço;985529-78/2027;Prestação de serviços de telefonia;Catálogo do Compras.gov.br;Serviço;141;SERVIÇOS DE TELEFONIA  FIXA COMUTADA  (STFC),  TELECOMUNICA-ÇÕES MÓVEIS (SMP) E TELECOMUNICAÇÕES SATELITAIS;;;;;-;0,0000;0,0000;500,0000;0,0000;26/02/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;130;Serviço;985529-78/2027;Prestação de serviços de telefonia;Catálogo do Compras.gov.br;Serviço;141;SERVIÇOS DE TELEFONIA  FIXA COMUTADA  (STFC),  TELECOMUNICA-ÇÕES MÓVEIS (SMP) E TELECOMUNICAÇÕES SATELITAIS;;;;;-;0,0000;0,0000;23000,0000;0,0000;26/02/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;131;Serviço;985529-78/2027;Prestação de serviços de telefonia;Catálogo do Compras.gov.br;Serviço;141;SERVIÇOS DE TELEFONIA  FIXA COMUTADA  (STFC),  TELECOMUNICA-ÇÕES MÓVEIS (SMP) E TELECOMUNICAÇÕES SATELITAIS;;;;;-;0,0000;0,0000;2000,0000;0,0000;26/02/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;132;Serviço;985529-78/2027;Prestação de serviços de telefonia;Catálogo do Compras.gov.br;Serviço;141;SERVIÇOS DE TELEFONIA  FIXA COMUTADA  (STFC),  TELECOMUNICA-ÇÕES MÓVEIS (SMP) E TELECOMUNICAÇÕES SATELITAIS;;;;;-;0,0000;0,0000;3000,0000;0,0000;26/02/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;133;Serviço;985529-78/2027;Prestação de serviços de telefonia;Catálogo do Compras.gov.br;Serviço;141;SERVIÇOS DE TELEFONIA  FIXA COMUTADA  (STFC),  TELECOMUNICA-ÇÕES MÓVEIS (SMP) E TELECOMUNICAÇÕES SATELITAIS;;;;;-;0,0000;0,0000;2000,0000;0,0000;26/02/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;134;Serviço;985529-78/2027;Prestação de serviços de telefonia;Catálogo do Compras.gov.br;Serviço;141;SERVIÇOS DE TELEFONIA  FIXA COMUTADA  (STFC),  TELECOMUNICA-ÇÕES MÓVEIS (SMP) E TELECOMUNICAÇÕES SATELITAIS;;;;;-;0,0000;0,0000;1000,0000;0,0000;26/02/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;135;Serviço;985529-78/2027;Prestação de serviços de telefonia;Catálogo do Compras.gov.br;Serviço;141;SERVIÇOS DE TELEFONIA  FIXA COMUTADA  (STFC),  TELECOMUNICA-ÇÕES MÓVEIS (SMP) E TELECOMUNICAÇÕES SATELITAIS;;;;;-;0,0000;0,0000;20000,0000;0,0000;26/02/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;136;Soluções de TIC;985529-79/2027;Prestação de serviços de telecomunicações para implementação (internet);Catálogo do Compras.gov.br;Serviço;141;SERVIÇOS DE TELEFONIA  FIXA COMUTADA  (STFC),  TELECOMUNICA-ÇÕES MÓVEIS (SMP) E TELECOMUNICAÇÕES SATELITAIS;;;26344;ACESSO A INTERNET MÓVEL (BANDA LARGA);-;1,0000;3500,0000;3500,0000;0,0000;15/02/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;137;Soluções de TIC;985529-79/2027;Prestação de serviços de telecomunicações para implementação (internet);Catálogo do Compras.gov.br;Serviço;141;SERVIÇOS DE TELEFONIA  FIXA COMUTADA  (STFC),  TELECOMUNICA-ÇÕES MÓVEIS (SMP) E TELECOMUNICAÇÕES SATELITAIS;;;;;-;0,0000;0,0000;10000,0000;0,0000;15/02/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;138;Material;985529-77/2027;Aquisição de aves natalinas para distribuição aos idosos participantes do Clube de Idosos Alegria, p;Catálogo do Compras.gov.br;Material;8905;CARNES, AVES E PEIXES;;;;;-;0,0000;0,0000;60000,0000;0,0000;12/11/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;143;Soluções de TIC;985529-80/2027;Prestação de serviços de telecomunicações (internet);Catálogo do Compras.gov.br;Serviço;142;SERVIÇOS DE COMUNICAÇÃO DE DADOS;;;;;-;0,0000;0,0000;2000,0000;0,0000;26/02/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;139;Material;985529-75/2027;Aquisição de mudas de árvores para plantio em espaços públicos, praças e jardins;Catálogo do Compras.gov.br;Material;8730;SEMENTES E MUDAS DE PLANTAS;;;;;-;0,0000;0,0000;200000,0000;0,0000;16/04/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;140;Soluções de TIC;985529-80/2027;Prestação de serviços de telecomunicações (internet);Catálogo do Compras.gov.br;Serviço;142;SERVIÇOS DE COMUNICAÇÃO DE DADOS;;;;;-;0,0000;0,0000;70000,0000;0,0000;26/02/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;141;Soluções de TIC;985529-80/2027;Prestação de serviços de telecomunicações (internet);Catálogo do Compras.gov.br;Serviço;142;SERVIÇOS DE COMUNICAÇÃO DE DADOS;;;;;-;0,0000;0,0000;1000,0000;0,0000;26/02/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;142;Soluções de TIC;985529-80/2027;Prestação de serviços de telecomunicações (internet);Catálogo do Compras.gov.br;Serviço;142;SERVIÇOS DE COMUNICAÇÃO DE DADOS;;;;;-;0,0000;0,0000;5000,0000;0,0000;26/02/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;144;Serviço;985529-82/2027;Serviços de locação de equipamentos;Catálogo do Compras.gov.br;Serviço;152;OUTSOURCING DE IMPRESSÃO - MODALIDADE LOCAÇÃO DE EQUIPAMENTOMAIS PÁGINAS IMPRESSAS;;;;;-;0,0000;0,0000;3000,0000;0,0000;31/05/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;145;Serviço;985529-82/2027;Serviços de locação de equipamentos;Catálogo do Compras.gov.br;Serviço;152;OUTSOURCING DE IMPRESSÃO - MODALIDADE LOCAÇÃO DE EQUIPAMENTOMAIS PÁGINAS IMPRESSAS;;;;;-;0,0000;0,0000;14000,0000;0,0000;31/05/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;146;Serviço;985529-82/2027;Serviços de locação de equipamentos;Catálogo do Compras.gov.br;Serviço;152;OUTSOURCING DE IMPRESSÃO - MODALIDADE LOCAÇÃO DE EQUIPAMENTOMAIS PÁGINAS IMPRESSAS;;;;;-;0,0000;0,0000;14000,0000;0,0000;31/05/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;147;Serviço;985529-82/2027;Serviços de locação de equipamentos;Catálogo do Compras.gov.br;Serviço;152;OUTSOURCING DE IMPRESSÃO - MODALIDADE LOCAÇÃO DE EQUIPAMENTOMAIS PÁGINAS IMPRESSAS;;;;;-;0,0000;0,0000;3000,0000;0,0000;31/05/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;148;Serviço;985529-82/2027;Serviços de locação de equipamentos;Catálogo do Compras.gov.br;Serviço;152;OUTSOURCING DE IMPRESSÃO - MODALIDADE LOCAÇÃO DE EQUIPAMENTOMAIS PÁGINAS IMPRESSAS;;;;;-;0,0000;0,0000;3000,0000;0,0000;31/05/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;149;Serviço;985529-82/2027;Serviços de locação de equipamentos;Catálogo do Compras.gov.br;Serviço;152;OUTSOURCING DE IMPRESSÃO - MODALIDADE LOCAÇÃO DE EQUIPAMENTOMAIS PÁGINAS IMPRESSAS;;;;;-;0,0000;0,0000;35000,0000;0,0000;31/05/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;150;Serviço;985529-82/2027;Serviços de locação de equipamentos;Catálogo do Compras.gov.br;Serviço;152;OUTSOURCING DE IMPRESSÃO - MODALIDADE LOCAÇÃO DE EQUIPAMENTOMAIS PÁGINAS IMPRESSAS;;;;;-;0,0000;0,0000;18000,0000;0,0000;31/05/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;151;Soluções de TIC;985529-83/2027;Prestação de serviços de manutenção preventiva e corretiva de hardware, internet e provedor;Catálogo do Compras.gov.br;Serviço;166;SERVIÇOS DE MANUTENÇÃO E INSTALAÇÃO DE EQUIPAMENTOS DE TIC;;;;;-;0,0000;0,0000;1000,0000;0,0000;15/10/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;152;Soluções de TIC;985529-83/2027;Prestação de serviços de manutenção preventiva e corretiva de hardware, internet e provedor;Catálogo do Compras.gov.br;Serviço;166;SERVIÇOS DE MANUTENÇÃO E INSTALAÇÃO DE EQUIPAMENTOS DE TIC;;;;;-;0,0000;0,0000;15000,0000;0,0000;15/10/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;153;Material;985529-81/2027;Aquisição de lanches prontos e salgados para atender as demandas das secretarias municipais.;Catálogo do Compras.gov.br;Material;8920;PRODUTOS DE PANIFICAÇÃO E CEREAIS;3679;BOLO ALIMENTÍCIO;;;-;0,0000;0,0000;200,0000;0,0000;30/03/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;154;Material;985529-81/2027;Aquisição de lanches prontos e salgados para atender as demandas das secretarias municipais.;Catálogo do Compras.gov.br;Material;8920;PRODUTOS DE PANIFICAÇÃO E CEREAIS;11919;SALGADOS DIVERSOS;;;-;0,0000;0,0000;2800,0000;0,0000;30/03/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;155;Material;985529-81/2027;Aquisição de lanches prontos e salgados para atender as demandas das secretarias municipais.;Catálogo do Compras.gov.br;Material;8925;AÇÚCAR, CONFEITOS, CASTANHAS, NOZES E SIMILARES;19777;AÇÚCAR;;;-;0,0000;0,0000;2000,0000;0,0000;30/03/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;156;Material;985529-54/2027;Aquisição e instalação de playgrounds infantil, parquinhos, balanços acessíveis e grama sintética em;Catálogo do Compras.gov.br;Material;7290;UTENSÍLIOS COMERCIAIS E DOMÉSTICOS DIVERSOS;6561;ENFEITE;;;-;0,0000;0,0000;3000,0000;0,0000;06/05/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;157;Material;985529-54/2027;Aquisição e instalação de playgrounds infantil, parquinhos, balanços acessíveis e grama sintética em;Catálogo do Compras.gov.br;Material;7830;EQUIPAMENTO PARA GINÁSTICA E RECREAÇÃO;;;;;-;0,0000;0,0000;150000,0000;0,0000;06/05/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;158;Material;985529-54/2027;Aquisição e instalação de playgrounds infantil, parquinhos, balanços acessíveis e grama sintética em;Catálogo do Compras.gov.br;Material;7830;EQUIPAMENTO PARA GINÁSTICA E RECREAÇÃO;;;;;-;0,0000;0,0000;45000,0000;0,0000;06/05/2027
